Entity,Code,Year,PM2.5,Death.Rate,lng,lat
Costa Rica,CRI,2007,19.6,11.72,-84.17542316107479,9.965671026982957
Costa Rica,CRI,2008,17.7,16.65,-84.17542316107479,9.965671026982957
Costa Rica,CRI,2009,16.3,301.72,-84.17542316107479,9.965671026982957
Costa Rica,CRI,2010,15.6,157.26,-84.17542316107479,9.965671026982957
Costa Rica,CRI,2011,17.9,26.59,-84.17542316107479,9.965671026982957
Costa Rica,CRI,2012,16.6,31.25,-84.17542316107479,9.965671026982957
Costa Rica,CRI,2013,17.1,218.87,-84.17542316107479,9.965671026982957
Costa Rica,CRI,2014,16.3,43.77,-84.17542316107479,9.965671026982957
Costa Rica,CRI,2015,16.3,118.83,-84.17542316107479,9.965671026982957
Costa Rica,CRI,2016,15.8,331.84,-84.17542316107479,9.965671026982957
Costa Rica,CRI,2017,15.9,55.92,-84.17542316107479,9.965671026982957
Costa Rica,CRI,2018,13.9,46.29,-84.17542316107479,9.965671026982957
Costa Rica,CRI,2019,12.4,98.8,-84.17542316107479,9.965671026982957
Costa Rica,CRI,2020,13.1,19.08,-84.17542316107479,9.965671026982957
Norway,NOR,2000,10.0,101.55,15.46812583944915,69.156856034733
Norway,NOR,2001,8.9,84.84,15.46812583944915,69.156856034733
Norway,NOR,2002,8.9,100.84,15.46812583944915,69.156856034733
Norway,NOR,2003,9.6,89.32,15.46812583944915,69.156856034733
Norway,NOR,2004,8.2,68.64,15.46812583944915,69.156856034733
Norway,NOR,2005,8.0,75.59,15.46812583944915,69.156856034733
Norway,NOR,2006,9.4,97.09,15.46812583944915,69.156856034733
Norway,NOR,2007,8.0,90.86,15.46812583944915,69.156856034733
Norway,NOR,2008,7.9,79.46,15.46812583944915,69.156856034733
Norway,NOR,2009,8.1,74.8,15.46812583944915,69.156856034733
Norway,NOR,2010,7.3,75.15,15.46812583944915,69.156856034733
Norway,NOR,2011,8.1,78.15,15.46812583944915,69.156856034733
Norway,NOR,2012,7.0,80.91,15.46812583944915,69.156856034733
Norway,NOR,2013,6.7,74.63,15.46812583944915,69.156856034733
Norway,NOR,2014,6.8,66.75,15.46812583944915,69.156856034733
Norway,NOR,2015,6.5,68.32,15.46812583944915,69.156856034733
Norway,NOR,2016,6.0,79.19,15.46812583944915,69.156856034733
Norway,NOR,2017,6.1,90.79,15.46812583944915,69.156856034733
Norway,NOR,2018,6.2,75.92,15.46812583944915,69.156856034733
Norway,NOR,2019,6.2,76.67,15.46812583944915,69.156856034733
Norway,NOR,2020,5.7,61.87,15.46812583944915,69.156856034733
